0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0xff970a61a04b1ca14834a43f5de4533ebddb5cc8->0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9 | score=421.9 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']
0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0xaf88d065e77c8cc2239327c5edb3a432268e5831->0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9 | score=408.17 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2']
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0xaf88d065e77c8cc2239327c5edb3a432268e5831->0xff970a61a04b1ca14834a43f5de4533ebddb5cc8 | score=408.17 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['sushiswapv2', 'uniswapv2', 'uniswapv3']
0xda10009cbd5d07dd0cecc66161fc93d7c9000da1->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0xaf88d065e77c8cc2239327c5edb3a432268e5831->0xda10009cbd5d07dd0cecc66161fc93d7c9000da1 | score=408.17 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2']
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0xda10009cbd5d07dd0cecc66161fc93d7c9000da1->0xff970a61a04b1ca14834a43f5de4533ebddb5cc8 | score=405.26 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']
0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0xda10009cbd5d07dd0cecc66161fc93d7c9000da1->0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9 | score=404.26 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'uniswapv2', 'uniswapv3']
0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0x912ce59144191c1204e64559fe8253a0e49e6548->0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9 | score=404.08 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2']/['camelot', 'sushiswapv2', 'uniswapv2']
0xda10009cbd5d07dd0cecc66161fc93d7c9000da1->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0x912ce59144191c1204e64559fe8253a0e49e6548->0xda10009cbd5d07dd0cecc66161fc93d7c9000da1 | score=404.08 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2']/['sushiswapv2', 'uniswapv2', 'uniswapv3']
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0x912ce59144191c1204e64559fe8253a0e49e6548->0xff970a61a04b1ca14834a43f5de4533ebddb5cc8 | score=403.08 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2']/['sushiswapv2', 'uniswapv2']
0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f->0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9 | score=402.54 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['sushiswapv2', 'uniswapv2', 'uniswapv3']
0xff970a61a04b1ca14834a43f5de4533ebddb5cc8->0x82af49447d8a07e3bd95bd0d56f35241523fbab1->0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f->0xff970a61a04b1ca14834a43f5de4533ebddb5cc8 | score=401.54 | dexes=['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['camelot', 'sushiswapv2', 'uniswapv2', 'uniswapv3']/['uniswapv2', 'uniswapv3']
